hq_iso3,market_iso3,n_groups,n_entities
FRA,LUX,88,1091
FRA,LVA,26,46
FRA,MAC,8,14
FRA,MAR,70,397
FRA,MCO,36,101
FRA,MDA,5,27
FRA,MDG,16,32
FRA,MEX,71,464
FRA,MKD,3,3
FRA,MLI,8,11
FRA,MLT,10,19
FRA,MMR,5,5
FRA,MNE,3,3
FRA,MNG,3,3
FRA,MOZ,14,31
FRA,MRT,3,7
FRA,MUS,28,76
FRA,MWI,2,3
FRA,MYS,48,147
FRA,NAM,8,12
FRA,NER,5,5
FRA,NGA,20,35
FRA,NIC,5,7
FRA,NLD,101,2355
FRA,NOR,54,217
FRA,NPL,1,1
FRA,NZL,36,107
FRA,OMN,14,36
FRA,PAK,15,25
FRA,PAN,19,48
FRA,PER,34,87
FRA,PHL,29,67
FRA,PNG,2,2
FRA,POL,91,831
FRA,PRT,75,1013
FRA,PRY,6,9
FRA,PSE,1,1
FRA,QAT,15,32
FRA,ROU,57,295
FRA,RUS,80,536
FRA,RWA,4,5
FRA,SAU,35,102
FRA,SEN,25,48
FRA,SGP,76,433
FRA,SLB,1,2
FRA,SLE,4,6
FRA,SLV,9,16
FRA,SRB,35,87
FRA,SVK,58,327
FRA,SVN,22,38
FRA,SWE,67,1526
FRA,SWZ,5,5
FRA,SXM,1,1
FRA,SYC,1,1
FRA,SYR,1,1
FRA,TCD,8,11
FRA,TGO,11,14
FRA,THA,49,124
FRA,TJK,1,1
FRA,TTO,3,3
FRA,TUN,30,88
FRA,TUR,59,429
FRA,TWN,39,79
FRA,TZA,13,18
FRA,UGA,11,16
FRA,UKR,45,199
FRA,URY,27,55
FRA,USA,114,36721
FRA,UZB,3,3
FRA,VEN,26,59
FRA,VGB,7,23
FRA,VNM,40,94
FRA,VUT,2,6
FRA,YEM,2,2
FRA,YY,66,524
FRA,ZAF,58,317
FRA,ZMB,8,10
FRA,ZWE,5,7
GBR,ABW,5,9
GBR,AGO,15,35
GBR,ALB,9,13
GBR,AND,2,3
GBR,ARE,100,504
GBR,ARG,56,152
GBR,ARM,3,3
GBR,ATG,2,2
GBR,AUS,156,5633
GBR,AUT,68,448
GBR,AZE,10,14
GBR,BDI,2,2
GBR,BEL,159,2117
GBR,BEN,1,3
GBR,BFA,8,34
GBR,BGD,17,29
GBR,BGR,38,71
GBR,BHR,25,59
GBR,BHS,22,46
GBR,BIH,11,26
GBR,BLR,8,11
GBR,BMU,43,142
GBR,BOL,9,10
GBR,BRA,139,4166
GBR,BRB,17,24
GBR,BRN,9,21
GBR,BWA,19,39
GBR,CAF,1,3
GBR,CAN,151,3016
GBR,CHE,118,441
GBR,CHL,66,302
GBR,CHN,135,2905
GBR,CIV,15,37
GBR,CMR,8,12
GBR,COD,13,23
GBR,COG,7,11
GBR,COL,54,117
GBR,CPV,3,4
GBR,CRI,24,51
GBR,CUB,7,10
GBR,CUW,15,23
GBR,CYM,52,316
GBR,CYP,53,106
GBR,CZE,92,1273
GBR,DEU,182,2968
GBR,DJI,3,4
GBR,DMA,1,1
GBR,DNK,82,693
GBR,DOM,18,25
GBR,DZA,16,49
GBR,ECU,20,31
GBR,EGY,39,127
GBR,ERI,2,2
GBR,ESP,157,3217
GBR,EST,23,27
GBR,ETH,6,7
GBR,FIN,83,352
GBR,FJI,6,10
GBR,FRA,174,7057
GBR,GAB,11,14
GBR,GBR,1082,93482
GBR,GEO,9,77
GBR,GHA,23,40
GBR,GIB,30,103
GBR,GIN,6,12
GBR,GMB,3,3
GBR,GNQ,2,3
GBR,GRC,50,251
GBR,GTM,16,30
GBR,GUY,4,4
GBR,HKG,148,993
GBR,HND,15,27
GBR,HRV,26,41
GBR,HTI,3,4
GBR,HUN,68,905
GBR,IDN,61,297
GBR,IND,133,508
GBR,IRL,176,966
GBR,IRN,9,14
GBR,IRQ,13,21
GBR,ISL,6,12
GBR,ISR,34,84
GBR,ITA,127,1872
GBR,JAM,12,20
GBR,JOR,11,32
GBR,JPN,93,240
GBR,KAZ,27,64
GBR,KEN,32,103
GBR,KGZ,2,3
GBR,KHM,10,14
GBR,KNA,2,2
GBR,KOR,65,582
GBR,KP,1,1
GBR,KV,4,6
GBR,KWT,5,5
GBR,LAO,4,5
GBR,LBN,12,32
GBR,LBR,6,12
GBR,LBY,6,7
GBR,LCA,3,8
GBR,LIE,1,1
GBR,LKA,20,48
GBR,LSO,5,6
GBR,LTU,21,28
GBR,LUX,84,1090
GBR,LVA,18,27
GBR,MAC,16,24
GBR,MAR,31,84
GBR,MCO,11,22
GBR,MDA,3,5
GBR,MDG,7,11
GBR,MDV,1,1
GBR,MEX,99,485
GBR,MHL,3,26
GBR,MKD,7,10
GBR,MLI,3,8
GBR,MLT,25,96
GBR,MMR,13,22
GBR,MNE,3,3
GBR,MNG,7,13
GBR,MOZ,25,48
GBR,MRT,3,4
GBR,MUS,39,121
GBR,MWI,10,12
GBR,MYS,87,390
GBR,NAM,21,44
GBR,NER,5,6
GBR,NGA,33,77
GBR,NIC,10,12
GBR,NLD,183,3301
GBR,NOR,82,287
GBR,NPL,6,7
GBR,NZL,80,233
GBR,OMN,27,50
GBR,PAK,26,55
GBR,PAN,32,78
GBR,PER,42,128
GBR,PHL,52,132
GBR,PNG,12,33
GBR,POL,119,587
GBR,PRT,78,348
GBR,PRY,8,9
GBR,PSE,4,6
GBR,QAT,16,26
GBR,ROU,67,135
GBR,RUS,78,525
GBR,RWA,7,8
GBR,SAU,45,141
GBR,SDN,6,7
GBR,SEN,7,18
GBR,SGP,146,720
GBR,SLB,2,2
GBR,SLE,6,6
GBR,SLV,10,12
GBR,SRB,30,50
GBR,SSD,1,2
GBR,SUR,1,1
GBR,SVK,54,582
GBR,SVN,22,29
GBR,SWE,104,966
GBR,SWZ,6,8
GBR,SXM,1,1
GBR,SYC,5,8
GBR,TCD,2,3
GBR,TGO,1,1
GBR,THA,65,185
GBR,TLS,1,1
GBR,TTO,14,32
GBR,TUN,20,40
GBR,TUR,77,322
GBR,TWN,46,87
GBR,TZA,23,64
GBR,UGA,15,27
GBR,UKR,39,138
GBR,URY,26,42
GBR,USA,219,60368
GBR,UZB,3,7
GBR,VEN,37,86
GBR,VGB,48,346
GBR,VNM,39,77
GBR,VUT,3,4
GBR,WSM,3,3
GBR,YEM,2,2
GBR,YY,61,597
GBR,ZAF,102,765
GBR,ZMB,25,42
GBR,ZWE,16,43
GHA,GHA,1,1
GIB,ATG,1,2
GIB,ESP,1,2
GIB,GBR,1,3
GIB,GIB,1,22
GIB,IRL,1,4
GIB,ISR,1,2
GIB,MLT,1,13
GIB,ROU,1,2
GIB,USA,1,8
GIB,VGB,1,3
GRC,ALB,9,15
GRC,ARE,5,10
GRC,ARG,2,4
GRC,AUS,4,43
GRC,AUT,3,16
GRC,BDI,1,1
GRC,BEL,6,9
GRC,BFA,1,1
GRC,BGR,16,93
GRC,BHR,1,6
GRC,BIH,1,1
GRC,BRA,2,11
GRC,CHE,1,1
GRC,CHL,3,3
GRC,CHN,2,25
GRC,COL,2,2
GRC,CYM,1,1
GRC,CYP,17,247
GRC,CZE,1,1
GRC,DEU,3,5
GRC,DOM,2,2
GRC,EGY,1,7
GRC,ESP,2,42
GRC,FRA,5,9
GRC,GBR,14,89
GRC,GEO,1,1
GRC,GRC,32,1364
GRC,GTM,1,2
GRC,HKG,2,10
GRC,HRV,1,1
GRC,IRL,2,2
GRC,IRN,1,2
GRC,ITA,1,16
GRC,JAM,1,1
GRC,JPN,2,2
GRC,KAZ,1,1
