iso3,iso2,cthi_2019_rank,cthi_2019_share,cthi_2019_score,cthi_2021_rank,cthi_2021_share,cthi_2021_score,fsi_2009_rank,fsi_2009_score,fsi_2009_gsw,fsi_2009_value,fsi_2011_rank,fsi_2011_score,fsi_2011_gsw,fsi_2011_value,fsi_2013_rank,fsi_2013_score,fsi_2013_gsw,fsi_2013_value,fsi_2015_rank,fsi_2015_score,fsi_2015_gsw,fsi_2015_value,fsi_2018_rank,fsi_2018_score,fsi_2018_gsw,fsi_2018_value,region,subregion,continent,country,region_tjn,g7,g24,g77,eu27,g20,gafilat,cfatf,ukt,mena,latam,gbr_ot,gbr_cd,gbr_oct,nld_oct,fra_oct,dnk_oct,eu28_oct,usa_oct,oecd_oct,opec,efta,fsi_2020_rank,fsi_2020_score,fsi_2020_gsw,fsi_2020_value,fsi_2022_rank,fsi_2022_score,fsi_2022_gsw,fsi_2022_value,legal_old,legal_new,gmt_offset_2020,continent_cepii,eu28,oecd,amount_swissleaks,share_swissleaks,n_realestateowners_dubai,n_properties_dubai,propertyvalue_usd_dubai,n_villas_dubai,n_buildings_dubai,profits_c16,taxrate_c16,excessincome_c16,tre_c16,treshareofcorp_c16,tre_cj18,ps_cj18,trl_cj18,grossprofit_cj19,efftaxrate_cj19,addgrossprofit_cj19,tre_cj19,ps_cj19,trl_cj19,ectr_garcia2019,ps_garcia2020_emp,ps_garcia2020_revt,ps_garcia2020_assets,ps_garcia2020_ccctb,ps_garcia2020_wages,trl_globalmodel_jansky19,trl_devmodel_jansky19,ps_jansky19,ps_socorpprof_jansky19,ps_sofcorpprof_jansky19,trl_jansky19,trl_sogdp_jansky19,trl_socorptax_jansky19,trl_sotottax_jansky19,profits_shifted_intohaven_bnusd,profits_shifted_out_bnusd,profits_shifted_out_pctgdp,profits_shifted_out_pct_profits,corporate_tax_loss_pct_taxcollected,fdi_interest_to_haven_mnusd,fdi_interest_to_euhaven_mnusd,fdi_interest_to_noneuhaven_mnusd,royalty_payments_to_haven_mnusd,royalty_payments_to_euhaven_mnusd,royalty_payments_to_noneuhaven_mnusd,cthi_2019_value,cthi_2021_value,cthi_2021_gsw,cthi_2019_gsw,sotj23_loss_total_share,sotj23_loss_total_musd,sotj23_loss_total_share_revenue,sotj23_loss_total_share_healthexpenses,sotj23_loss_total_share_gdp,sotj23_loss_offshore_share,sotj23_loss_offshore_musd,sotj23_loss_offshore_share_revenue,sotj23_loss_corp_share,sotj23_loss_corp_musd,sotj23_loss_corp_share_revenue,sotj23_profit_shifted_outward_musd,sotj23_inflictedloss_total_share,sotj23_inflictedloss_total_musd,sotj23_gain_corp_musd,sotj23_inflictedloss_offshore_share,sotj23_inflictedloss_offshore_musd,sotj23_inflictedloss_corp_share,sotj23_inflictedloss_corp_musd,sotj23_profit_shifted_inward_musd,sotj20_loss_total_share,sotj20_loss_total_musd,sotj20_loss_total_share_revenue,sotj20_loss_total_share_healthexpenses,sotj20_loss_offshore_share,sotj20_loss_offshore_musd,sotj20_loss_corp_share,sotj20_loss_corp_musd,sotj20_inflictedloss_total_share,sotj20_inflictedloss_total_musd,sotj20_inflictedloss_offshore_share,sotj20_inflictedloss_offshore_musd,sotj20_inflictedloss_corp_share,sotj20_inflictedloss_corp_musd,sotj21_loss_total_share,sotj21_loss_total_musd,sotj21_loss_total_share_revenue,sotj21_loss_total_share_healthexpenses,sotj21_loss_offshore_share,sotj21_loss_offshore_musd,sotj21_loss_corp_share,sotj21_loss_corp_musd,sotj21_inflictedloss_total_share,sotj21_inflictedloss_total_musd,sotj21_inflictedloss_offshore_share,sotj21_inflictedloss_offshore_musd,sotj21_inflictedloss_corp_share,sotj21_inflictedloss_corp_musd,test
SWE,SE,29,0.00959711,55.97318406,26,0.010547093,60.74993618,,,,,,,,,71,32.4,0.43952,55.71366,56,36.02,1.005567,100.8714,54,45.475,0.0101398,203.5453,Europe,Northern Europe,Europe,Sweden,Europe,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,45.65,0.007102681,182.8646578,67,44.625,0.006813172,168.4681514,5,4,1,Europe,1,1,1000,0.004014687,852,1439,628300485.9,186,5,,,,,,0.021090964,0.09586802,4290918.5,4344,0.01,-13,0,-13000000,0,13,,,,,,1859.484,721.5432,2930.457,0.0462452,0.119738,644.7006,0.125316,4.997381,0.3677499,,8.541090058,0.017153604,0.134786045,0.127590643,1708.406393,1556.575158,151.8312355,8300.588138,6281.088527,2019.499611,364.5482948,466.7881603,0.009024997,0.00898349,0.004985177,2394.995,0.012561759,0.046494235,0.004311769,0.008590932,1450.755005,0.007609216,0.003030755,944.2399949,0.004952543,4292,0.002536213,1218.472717,481.3599974,0.003687972,622.81427,0.001911902,595.6584474,2188,0.006307849,2698.394836,0.014835544,0.053779774,0.008516023,1557.374023,0.004658979,1141.020813,0.010828198,4632.125939,0.003507585,641.4521484,0.016294589,3990.673791,0.005452987,0.002633307,0.014553523,0.052782035,0.009331714,0.001593147,0.003331849,0.00104016,0.013562334,0.0065494,0.004664574,0.000796354,0.018428202,0.005753045,22
SWZ,SZ,,,,,,,,,,,,,,,,,,,,,,,,,3.25E-06,,Africa,Sub-Saharan Africa,Africa,Eswatini,Africa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,3.31E-06,,,,,,3,2,2,Africa,0,0,0,0,53,75,26142867.54,12,0,,,,,,0.08913824,0.29712746,0.08913824,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.17E-05,,3.38E-05,16.26119256,0.014393756,0.162132155,0.003485609,1.34E-05,2.26119256,0.002001517,4.49E-05,14,0.012392239,50,0.000464092,222.9635596,229.32,0,0,0.000715653,222.9635596,819,4.15E-05,17.75799235,0.01570192,0.124278473,1.37E-05,2.503901005,6.23E-05,15.25409134,0,0,0,0,0,0,3.11E-05,1.50E-05,0.013015707,0.115186375,2.51E-05,4.29E-06,3.44E-05,1.07E-05,0,0,0,0,0,0,97
SXM,SX,,,,,,,,,,,,,,,,,,,,,,,,,5.10E-07,,Americas,Latin America and the Caribbean,,Sint Maarten,Caribbean/American isl.,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,,,2.45E-07,,,,,,,1,-4,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.764032,3.01271,94.85769,1.735372,14.90524,32.7259,8.946392,,,,,,,,,,,,,,,,3.04E-06,2.20E-07,3.03E-05,14.54884949,0.060183449,0.199234838,0.012272592,2.60E-05,4.398849487,0.018196486,3.26E-05,10.15,0.041986963,29,0,0,0,0,0,0,0,0,1.16E-05,4.981001854,0.005839221,,2.72E-05,4.981001854,0,0,0,0,0,0,0,0,7.70E-06,3.72E-06,,,2.18E-05,3.72E-06,,,0,0,0,0,0,0,71
SYC,SC,44,0.004293075,68.10822124,49,0.003741398,68.45288414,39,100,1.00E-05,0.1,56,87.93,2.73E-06,95.01644304,28,85.23,0.01065,293.483,72,71.17,0.0004807,60.84057,77,75.2,2.56E-05,125.2617,Africa,Sub-Saharan Africa,Africa,Seychelles,Africa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,70.4375,3.00E-05,108.5323325,89,72.175,3.05E-05,117.5309847,1,1,4,Africa,0,0,506.4,0.002033038,66,353,293254533.2,118,0,,,,,,0.009865195,0.03946078,0.009865195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,163.0733857,165.585001,0.000137574,0.000137516,0.000252882,121.4904374,0.222916373,1.95094188,0.074246499,0.000708771,119.6904373,0.219613648,5.78E-06,1.800000072,0.003302725,6,0.000276332,132.7581432,47.10000187,0.00053303,90.01665497,0.000137189,42.74148822,157,0.000396614,169.6651446,0.39471139,3.505454618,0.000753411,137.7805634,0.00013019,31.8845812,0.000238528,102.0383606,0.000557966,102.0383606,0,0,0.000312824,0.000151066,0.358443876,3.107794628,0.000688632,0.000117566,0.000107307,3.35E-05,0.00019985,9.65E-05,0.000565298,9.65E-05,0,0,68
SYR,SY,,,,,,,,,,,,,,,,,,,,,,,,,2.17E-06,,Asia,Western Asia,Asia,Syria,Asia,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,3.06E-06,,,,,,1,1,2,Asia,0,0,1300,0.005219094,4484,9573,2976197188,642,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.89E-06,9.72E-06,7.79E-06,3.741392374,0.003226861,0.013897061,0.000175227,2.22E-05,3.741392374,0.003226861,0,0,0,0,3.97E-06,1.905671449,1.96,0,0,6.12E-06,1.905671449,7,2.13E-05,9.091254799,0.000433569,0.027799821,2.25E-05,4.117323875,2.03E-05,4.973930924,0,0,0,0,0,0,0.000283167,0.000136745,,0.383008471,2.19E-05,3.74E-06,0.000426027,0.000133,0,0,0,0,0,0,41
TCA,TC,32,0.006988791,100,36,0.00655407,100,39,100,1.00E-05,0.1,39,90.4,2.60E-05,218.8583265,63,78.27,0.000497,81.81755,68,71.27,0.000802,72.46152,87,76.775,1.02E-05,98.07825,Americas,Latin America and the Caribbean,America,Turks and Caicos Islands,Caribbean/American isl.,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,1,0,1,0,0,92,77.825,1.43E-05,114.3223679,120,75.65,2.57E-06,59.32879551,,,-5,America,0,0,1,4.01E-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,265.470739,290.0668655,2.44E-05,1.87E-05,2.88E-05,13.81422234,0.060855888,0.201460917,0.012409716,8.18E-05,13.81422234,0.060855888,0,0,0,230,1.86E-05,8.928684235,0,5.29E-05,8.928684235,0,0,0,3.68E-05,15.75704288,0.017739267,,8.62E-05,15.75704288,0,0,2.32E-05,9.939694405,5.44E-05,9.939694405,0,0,3.08E-05,1.49E-05,,,8.70E-05,1.49E-05,0,0,1.35E-05,6.51E-06,3.81E-05,6.51E-06,0,0,71
TCD,TD,,,,,,,,,,,,,,,,,,,,,,,,,8.71E-10,,Africa,Sub-Saharan Africa,Africa,Chad,Africa,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,2.81E-09,,,,,,1,1,1,Africa,0,0,120.7,0.000484573,11,22,14101518.31,5,0,,,,,,0.9477438,2.3693595,0.9477438,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.27E-06,2.05E-06,1.11E-05,5.328392601,0.0066458,0.06803296,0.000474091,2.95E-05,4.978392601,0.006209265,1.12E-06,0.35,0.000436535,1,2.72E-05,13.06746137,16.8,0,0,4.19E-05,13.06746137,48,0.0008146,348.4725623,0.223480176,3.177882502,2.92E-05,5.347562313,0.001401037,343.125,0,0,0,0,0,0,0.004043062,0.001952439,1.069011719,18.36994416,3.16E-05,5.39E-06,0.006236806,0.00194705,0,0,0,0,0,0,29
TGO,TG,,,,,,,,,,,,,,,,,,,,,,,,,4.17E-06,,Africa,Sub-Saharan Africa,Africa,Togo,Africa,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,2.24E-05,,,,,,1,1,0,Africa,0,0,5.6,2.25E-05,5,5,569992.3984,0,0,,,,,,0.08529909,0.2941348,0.08529909,,,,,,,,,,,,,2.520435,3.18,24.76027,0.0377569,0.3242967,4.333047,0.0987348,5.195286,0.4545424,,,,,,,,,,,,,,2.94E-05,7.36E-05,2.20E-05,10.58378701,0.011711483,0.14163105,0.001488117,1.50E-05,2.533787012,0.00280376,2.58E-05,8.05,0.008907723,46,1.13E-05,5.44477557,3.5,0,0,1.75E-05,5.44477557,20,9.73E-05,41.61687555,0.048176129,0.620064454,1.51E-05,2.766876221,0.000158631,38.84999933,0,0,0,0,0,0,4.77E-05,2.30E-05,0.022972015,0.3168527,1.40E-05,2.39E-06,6.61E-05,2.06E-05,0,0,0,0,0,0,70
THA,TH,,,,,,,,,,,,,,,,,,,,,,,15,79.875,0.0012613,550.5987,Asia,South-eastern Asia,Asia,Thailand,Asia,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,73.25,0.001489563,448.8582185,23,69.825,0.001389301,379.8670034,3,2,7,Asia,0,0,,,89,252,130243043.9,36,5,,,,,,-1.4644247,,,7173,0.28,805,227,805000000,227000000,18,42991990684,28579812451,30271480895,27828788361,6278152788,1116.281,1408.397,,,,,,,,,,,,,,,,,,,,,0.004207193,0.003856368,0.001833453,880.8333286,0.010554477,0.060081397,0.001738185,0.003843379,649.0333252,0.007776962,0.000744015,231.8000035,0.002777515,1159,0,0,0,0,0,0,0,0,0.002724043,1165.301081,0.013972016,0.087666224,0.004047392,740.1698608,0.001735882,425.1312201,0.00224471,960.2503259,0,0,0.003920863,960.2503259,0.003457278,0.001669557,0.021705467,0.133039587,0.003726235,0.000636157,0.003310195,0.0010334,0.000109972,5.31E-05,0,0,0.000170112,5.31E-05,25
TJK,TJ,,,,,,,,,,,,,,,,,,,,,,,,,6.64E-06,,Asia,Central Asia,Asia,Tajikistan,Asia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,7.21E-07,,,,,,2,1,5,Asia,0,0,,,110,342,122053249.9,14,5,,,,,,0.063799635,0.25519854,0.063799635,,,,,,,,,,,,,2.562184,3.232672,34.03005,0.0327596,0.2813742,4.764207,0.0685334,,0.3326865,,,,,,,,,,,,,,3.67E-05,3.54E-05,1.57E-06,0.75431639,0.000456405,0.004961443,9.71E-05,4.47E-06,0.75431639,0.000456405,0,0,0,0,5.67E-07,0.272238778,0.14,0,0,8.74E-07,0.272238778,1,0.000441632,188.9229887,0.117373267,1.286965621,2.86E-06,0.522988677,0.000769269,188.4,0,0,0,0,0,0,5.06E-05,2.44E-05,0.014491103,0.155616331,2.04E-06,3.48E-07,7.71E-05,2.41E-05,1.65E-06,7.97E-07,0,0,2.55E-06,7.97E-07,91
TKL,TK,,,,,,,,,,,,,,,,,,,,,,,,,8.28E-07,,Oceania,Polynesia,Pacific,Tokelau,Oceania,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1.41E-06,,,,,,3,2,13,Pacific,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.84E-08,1.13E-07,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,0,0,0,0,,,,,,,0,0,,,0,0,44
TKM,TM,,,,,,,,,,,,,,,,,,,,,,,,,2.33E-07,,Asia,Central Asia,Asia,Turkmenistan,Asia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,3.28E-07,,,,,,2,1,5,Asia,0,0,,,215,361,124595199.8,14,0,,,,,,-0.434285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.58E-05,6.54E-06,1.32E-06,0.635934949,7.65E-05,0.001303306,1.56E-05,3.77E-06,0.635934949,7.65E-05,0,0,0,0,0,0,0,0,0,0,0,0,1.14E-06,0.488939434,1.25E-05,0.000897166,2.67E-06,0.488939434,0,0,0,0,0,0,0,0,5.46E-06,2.64E-06,,0.004763388,1.38E-06,2.36E-07,7.69E-06,2.40E-06,0,0,0,0,0,0,27
TLS,,,,,,,,,,,,,,,,,,,,,,,,,,7.43E-08,,Asia,South-eastern Asia,,Timor-Leste,Asia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1.29E-06,,,,,,,1,9,,0,0,57.3,0.000230042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.55E-06,3.13E-07,1.13E-05,5.419950563,0.063821915,0.132091558,0.00346569,7.10E-07,0.119950563,0.001412462,1.70E-05,5.3,0.062409453,53,0.000345094,165.7934161,60.9,0,0,0.000532152,165.7934161,609,1.59E-06,0.680873719,0.000438131,0.027837113,6.01E-07,0.109852158,2.33E-06,0.571021561,0.000228959,97.94482221,0,0,0.000399925,97.94482221,1.96E-05,9.45E-06,0.121464708,0.314232998,8.93E-07,1.52E-07,2.98E-05,9.30E-06,0.000137465,6.64E-05,0,0,0.00021264,6.64E-05,63
TON,TO,,,,,,,,,,,,,,,,,,,,,,,,,3.27E-08,,Oceania,Polynesia,Pacific,Tonga,Oceania,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1.38E-07,,,,,,3,2,13,Pacific,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.76E-07,2.26E-07,8.38E-08,0.040247947,0.000375834,0.002553965,8.23E-05,2.38E-07,0.040247947,0.000375834,0,0,0,0,0,0,0,0,0,0,0,0,2.15E-05,9.207640005,0.116157549,0.74424894,6.86E-08,0.012550511,3.75E-05,9.195089494,0,0,0,0,0,0,1.71E-07,8.26E-08,0.000991989,0.006251454,4.84E-07,8.26E-08,,,0,0,0,0,0,0,47
TTO,TT,,,,,,,,,,,,,,,,,,,,,,,107,65.25,1.01E-06,27.86072,Americas,Latin America and the Caribbean,America,Trinidad and Tobago,Caribbean/American isl.,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127,64.6535,1.32E-06,29.63358834,130,68.95,1.70E-06,39.13458483,3,2,-4,America,0,0,0,0,14,15,5524216.75,5,0,,,,,,,,,,,,,,,,-1011047424,-1118325404,-591065400,-976254726.5,-1427699328,,,,,,,,,,,,,,,,,,,,,,,0.000103248,0.000100449,0.000145276,69.79414177,0.014313258,0.083990425,0.002869547,0.000129058,21.79414177,0.004469504,0.000154067,48,0.009843755,192,0,0,0,0,0,0,0,0,0.000602278,257.6446158,0.0103926,0.358150594,0.000133985,24.50265121,0.000951958,233.1419645,0,0,0,0,0,0,0.000458335,0.000221335,,0.298584353,0.000144003,2.46E-05,0.000630231,0.00019675,9.90E-06,4.78E-06,0,0,1.53E-05,4.78E-06,61
TUN,TN,,,,,,,,,,,,,,,,,,,,,,,,,0.0001402,,Africa,Northern Africa,Africa,Tunisia,Africa,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,78,66.475,0.000126561,147.4830832,102,59.575,0.000108775,100.9335887,1,1,1,Africa,0,0,554.2,0.00222494,431,655,224459515.1,90,5,,,,,,1.1328079,3.776026,1.1328079,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.46E-05,7.54E-05,0.000640434,307.6792946,0.03191047,0.172301136,0.007207972,0.000208321,35.17929459,0.003648565,0.000874651,272.5,0.028261905,1090,0,0,0,0,0,0,0,0,0.000692466,296.2254623,0.033963332,0.182956873,0.000212305,38.82546234,0.001051007,257.4,0,0,0,0,0,0,0.000855158,0.000412965,0.045744193,0.242783343,0.000226771,3.87E-05,0.001198801,0.00037425,0,0,0,0,0,0,76
TUR,TR,,,,,,,,,,,,,,,,,,,19,64.07,0.1816469,320.9027,30,67.975,0.0014304,353.8883,Asia,Western Asia,Europe,Turkey,Asia,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,55,59.5,0.001230464,225.7219655,59,61.125,0.000667906,199.6312276,1,1,3,Europe,0,1,3500,0.014051406,974,1589,720250166.6,248,5,10.6,15,2.6,-2.3,14,-0.5216484,,,,,,,,,18,12779213730,21371551342,5914022614,11953264866,4369227553,419.4337,529.1938,1634.653,0.0076889,0.4530504,326.9305,0.0378514,2.297828,0.210332,,4.975492821,0.005789609,0.023403126,0.081066999,450.5717001,198.1902249,252.3814752,6095.712795,2021.052305,4074.66049,,,0.002083152,0.002410685,0.00247445,1188.783539,0.009087494,0.047850325,0.001527073,0.002322274,392.1635437,0.002997841,0.002556934,796.6199957,0.006089653,3621,0,0,0,0,0,0,0,0,0.006279409,2686.228531,0.018374783,0.096728687,0.002432819,444.9035339,0.009151705,2241.324997,0,0,0,0,0,0,0.003413145,0.001648245,0.010822835,0.058364763,0.002741532,0.000468045,0.003780426,0.0011802,0,0,0,0,0,0,11
TUV,TV,,,,,,,,,,,,,,,,,,,,,,,,,,,Oceania,Polynesia,Pacific,Tuvalu,Oceania,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,2,12,Pacific,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.58E-10,1.16E-08,5.72E-08,0.027484506,0.002818608,0.003778239,0.00057477,1.63E-07,0.027484506,0.002818608,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,,,0,0,2.55E-09,1.23E-09,0.000170879,0.000224472,7.22E-09,1.23E-09,,,0,0,0,0,0,0,59
TWN,TW,50,0.003161662,46.76267774,55,0.002220038,43.48285646,,,,,,,,,,,,,,,,,8,75.75,0.0050025,743.3792,,,Asia,Taiwan,Asia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,65.5,0.005892872,507.5742216,17,60.125,0.010900087,481.9203356,4,3,8,Asia,0,0,88.6,0.000355701,31,74,46710701.95,5,0,,,,,,-3.8855202,,,3994,0.18,614,110,614000000,110000000,12,20149539909,31014599686,19904933308,24100422029,22613926280,,,,,,,,,,,,,,,,,,,,,120.0963951,98.25335704,0.001706788,0.001619927,0.019381125,9311.143848,,,0.015229442,0.017693699,2987.943848,,0.020295759,6323.2,,31616,0,0,0,0,0,0,0,0,0.009220722,3944.474034,0.006624914,,0.018515364,3386.010742,0.002280299,558.4632921,0.010219207,4371.609823,0,0,0.017850014,4371.609823,0.006449434,0.003114502,,,0.017381584,0.002967452,0.000471032,0.00014705,0.010331316,0.004989106,0,0,0.015981145,0.004989106,31
TZA,TZ,62,0.00105505,46.08379153,65,0.00112737,47.77523195,,,,,,,,,,,,,,,,,75,73.4,3.46E-05,128.9168,Africa,Sub-Saharan Africa,Africa,Tanzania,Africa,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,70.775,2.29E-05,100.6186769,93,68.85,4.17E-05,113.1870101,3,2,3,Africa,0,0,114,0.000457674,407,805,237117227.4,84,0,,,,,,0.74789107,2.49297,0.74789107,,,,,,,,1209049420,8230867.766,286392334.4,297487665.6,-13369831.5,,,,,,,,,,,,,,,,,,,,,40.07630699,49.89459005,9.58E-05,6.87E-05,0.000259475,124.6576862,0.018694548,0.1403218,0.002186836,0.000107524,18.15768623,0.002723055,0.000341836,106.5,0.015971493,355,0,0,0,0,0,0,0,0,0.000700086,299.4852107,0.049772638,0.407642127,0.000111572,20.40382957,0.001139536,279.0813811,0,0,0,0,0,0,0.000440668,0.000212803,0.037203248,0.300599984,0.000118338,2.02E-05,0.000616938,0.0001926,0,0,0,0,0,0,77
UGA,UG,,,,,,,,,,,,,,,,,,,,,,,,,6.30E-05,,Africa,Sub-Saharan Africa,Africa,Uganda,Africa,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,4.03E-05,,,,,,3,2,3,Africa,0,0,89.3,0.000358512,63,141,37455515.58,5,0,,,,,,0.52924,1.7641332,0.52924,,,,,,,,391700571.9,29042310.48,208620373.8,132608732.5,-71373545.29,99.40803,125.4218,569.6631,0.1583232,1.35985,170.8989,0.7097447,,5.670836,,,,,,,,,,,,,,4.63E-05,0.000110551,7.13E-05,34.26893463,0.009562824,0.100735672,0.001040754,9.99E-05,16.86893463,0.004707315,5.58E-05,17.4,0.00485551,58,0,0,0,0,0,0,0,0,0.000269665,115.3581533,0.033084802,0.314254547,0.000102605,18.76399612,0.00039441,96.59415718,3.37E-05,14.39842214,0,0,5.88E-05,14.39842214,0.000792757,0.000382831,0.118672588,1.100594369,0.000102102,1.74E-05,0.001170452,0.0003654,0.00023699,0.000114445,0,0,0.000366591,0.000114445,62
UKR,UA,,,,,,,,,,,,,,,,,,,,,,,43,69.15,0.000413,246.2471,Europe,Eastern Europe,Europe,Ukraine,Europe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,64.9,0.000202216,160.4497581,85,58.875,0.00023216,125.4262804,2,1,2,Europe,0,0,297.5,0.00119437,621,961,323839241.9,64,0,,,,,,-0.93029755,,,,,,,,,20,8899411724,2471709300,2490107593,3195693300,351114292.3,183.3904,231.3812,1894.456,0.1359264,1.167482,341.0021,0.3656056,14.46792,1.452808,,,,,,,,,,,,,,0.00063386,0.000417299,0.000955383,458.9884016,0.013466131,0.094695586,0.003506645,0.000147026,24.82840157,0.000728433,0.001393536,434.16,0.012737697,2412,0,0,0,0,0,0,0,0,0.001519606,650.0625226,0.018525661,0.139253563,0.000157204,28.74879837,0.002536928,621.3137243,4.20E-05,17.9535881,0,0,7.33E-05,17.9535881,0.00090254,0.000435846,0.012999394,0.08905726,0.000172245,2.94E-05,0.001301912,0.00040644,2.58E-05,1.25E-05,0,0,4.00E-05,1.25E-05,11
UMI,UM,,,,,,,,,,,,,,,,,,,,,,,,,1.74E-06,,Oceania,Micronesia,,United States Minor Outlying Islands,Oceania,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,1.02E-08,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.36E-07,,,,,,,,,,,,,,,,,,,,,7.03E-06,3.008490086,,,1.65E-05,3.008490086,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,,,0,0,49
URY,UY,,,,,,,30,87,0.00024,1.81656,26,78.13,0.0003343,331.0032555,30,72.23,0.03992,277.4804,28,70.86,0.0370665,255.5827,67,60.825,0.0002856,148.2012,Americas,Latin America and the Caribbean,America,Uruguay,Latin America,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,90,57,0.000242401,115.470052,71,57.975,0.000582488,162.7363789,1,1,-3,America,0,0,2800,0.011241125,11,18,4375482.285,5,0,,,,,,0.42677927,1.7071171,0.42677927,,,,,,,6,879474176.5,1189059362,-416700445.7,462215209.1,349099245.7,,,,,,,,,,,,,,,,,,,,,,,0.000903388,0.000647075,0.000357478,171.7408142,0.013054292,0.039643441,0.002662028,0.0006084,102.7408142,0.007809493,0.000221471,69,0.0052448,276,0.000992216,476.6901011,437.75,0,0,0.001530046,476.6901011,1751,0.000334277,142.9984002,0.013219961,0.043336341,0.000638962,116.850708,0.000106765,26.14769223,2.49E-06,1.066549788,0,0,4.35E-06,1.066549788,0.000390343,0.000188501,0.016531211,0.052385731,0.000679465,0.000116001,0.000232233,7.25E-05,0.000289776,0.000139936,0,0,0.000448244,0.000139936,81
