iso3,iso2,cthi_2019_rank,cthi_2019_share,cthi_2019_score,cthi_2021_rank,cthi_2021_share,cthi_2021_score,fsi_2009_rank,fsi_2009_score,fsi_2009_gsw,fsi_2009_value,fsi_2011_rank,fsi_2011_score,fsi_2011_gsw,fsi_2011_value,fsi_2013_rank,fsi_2013_score,fsi_2013_gsw,fsi_2013_value,fsi_2015_rank,fsi_2015_score,fsi_2015_gsw,fsi_2015_value,fsi_2018_rank,fsi_2018_score,fsi_2018_gsw,fsi_2018_value,region,subregion,continent,country,region_tjn,g7,g24,g77,eu27,g20,gafilat,cfatf,ukt,mena,latam,gbr_ot,gbr_cd,gbr_oct,nld_oct,fra_oct,dnk_oct,eu28_oct,usa_oct,oecd_oct,opec,efta,fsi_2020_rank,fsi_2020_score,fsi_2020_gsw,fsi_2020_value,fsi_2022_rank,fsi_2022_score,fsi_2022_gsw,fsi_2022_value,legal_old,legal_new,gmt_offset_2020,continent_cepii,eu28,oecd,amount_swissleaks,share_swissleaks,n_realestateowners_dubai,n_properties_dubai,propertyvalue_usd_dubai,n_villas_dubai,n_buildings_dubai,profits_c16,taxrate_c16,excessincome_c16,tre_c16,treshareofcorp_c16,tre_cj18,ps_cj18,trl_cj18,grossprofit_cj19,efftaxrate_cj19,addgrossprofit_cj19,tre_cj19,ps_cj19,trl_cj19,ectr_garcia2019,ps_garcia2020_emp,ps_garcia2020_revt,ps_garcia2020_assets,ps_garcia2020_ccctb,ps_garcia2020_wages,trl_globalmodel_jansky19,trl_devmodel_jansky19,ps_jansky19,ps_socorpprof_jansky19,ps_sofcorpprof_jansky19,trl_jansky19,trl_sogdp_jansky19,trl_socorptax_jansky19,trl_sotottax_jansky19,profits_shifted_intohaven_bnusd,profits_shifted_out_bnusd,profits_shifted_out_pctgdp,profits_shifted_out_pct_profits,corporate_tax_loss_pct_taxcollected,fdi_interest_to_haven_mnusd,fdi_interest_to_euhaven_mnusd,fdi_interest_to_noneuhaven_mnusd,royalty_payments_to_haven_mnusd,royalty_payments_to_euhaven_mnusd,royalty_payments_to_noneuhaven_mnusd,cthi_2019_value,cthi_2021_value,cthi_2021_gsw,cthi_2019_gsw,sotj23_loss_total_share,sotj23_loss_total_musd,sotj23_loss_total_share_revenue,sotj23_loss_total_share_healthexpenses,sotj23_loss_total_share_gdp,sotj23_loss_offshore_share,sotj23_loss_offshore_musd,sotj23_loss_offshore_share_revenue,sotj23_loss_corp_share,sotj23_loss_corp_musd,sotj23_loss_corp_share_revenue,sotj23_profit_shifted_outward_musd,sotj23_inflictedloss_total_share,sotj23_inflictedloss_total_musd,sotj23_gain_corp_musd,sotj23_inflictedloss_offshore_share,sotj23_inflictedloss_offshore_musd,sotj23_inflictedloss_corp_share,sotj23_inflictedloss_corp_musd,sotj23_profit_shifted_inward_musd,sotj20_loss_total_share,sotj20_loss_total_musd,sotj20_loss_total_share_revenue,sotj20_loss_total_share_healthexpenses,sotj20_loss_offshore_share,sotj20_loss_offshore_musd,sotj20_loss_corp_share,sotj20_loss_corp_musd,sotj20_inflictedloss_total_share,sotj20_inflictedloss_total_musd,sotj20_inflictedloss_offshore_share,sotj20_inflictedloss_offshore_musd,sotj20_inflictedloss_corp_share,sotj20_inflictedloss_corp_musd,sotj21_loss_total_share,sotj21_loss_total_musd,sotj21_loss_total_share_revenue,sotj21_loss_total_share_healthexpenses,sotj21_loss_offshore_share,sotj21_loss_offshore_musd,sotj21_loss_corp_share,sotj21_loss_corp_musd,sotj21_inflictedloss_total_share,sotj21_inflictedloss_total_musd,sotj21_inflictedloss_offshore_share,sotj21_inflictedloss_offshore_musd,sotj21_inflictedloss_corp_share,sotj21_inflictedloss_corp_musd,test
BFA,BF,,,,,,,,,,,,,,,,,,,,,,,,,6.29E-07,,Africa,Sub-Saharan Africa,Africa,Burkina Faso,Africa,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0.000152479,,,,,,1,1,0,Africa,0,0,0,0,6,10,2189582.563,0,0,,,,,,0.1799706,0.65443856,0.1799706,,,,,,,,,,,,,4.352426,5.491396,46.7659,0.0273359,0.2347902,7.482543,0.0653567,,0.4368635,,,,,,,,,,,,,,5.24E-05,4.17E-05,2.56E-05,12.30605757,0.005080832,0.032369363,0.00077445,1.42E-05,2.406057358,0.000993395,3.18E-05,9.900000215,0.004087437,36,0.000104831,50.36417402,50.8750011,0,0,0.000161655,50.36417402,185,6.73E-06,2.878336636,0.001249669,0.010015107,1.45E-05,2.648042679,9.40E-07,0.230293957,0.000131724,56.34938047,0,0,0.000230084,56.34938047,4.51E-06,2.18E-06,0.001054233,0.007286106,1.28E-05,2.18E-06,0,0,0.000175955,8.50E-05,0,0,0.000272179,8.50E-05,54
BGD,BD,,,,,,,,,,,,,,,,,,,,,,,,,0.0001533,,Asia,Southern Asia,Asia,Bangladesh,Asia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,72.725,0.000210456,228.7907315,52,74.625,0.000174946,232.4274969,3,2,6,Asia,0,0,13,5.22E-05,459,972,314783308.7,100,5,,,,,,2.0805225,7.5655365,2.0805225,,,,,,,,955155030.1,1265612230,2904933854,1530364741,-114058753.4,79.83032,100.7208,1482.95,0.0448212,0.3849722,370.7374,0.1674401,10.1859,2.033344,,,,,,,,,,,,,,0.000194448,0.000172884,0.000826164,396.9085197,0.015632056,0.310471204,0.001235017,0.000153422,25.90851974,0.001020395,0.001190809,371,0.014611661,1484,0,0,0,0,0,0,0,0,0.001644283,703.3971946,0.034649183,0.618916468,0.000159422,29.15439224,0.002753046,674.2428024,2.08E-06,0.88879149,0,0,3.63E-06,0.88879149,0.000298117,0.000143964,0.007873831,0.145215214,0.000150616,2.57E-05,0.000378779,0.00011825,0,0,0,0,0,0,6
BGR,BG,45,0.003783192,55.56850479,48,0.003816421,58.37707867,,,,,,,,,,,,,,,,,89,54.175,0.0001898,91.38212,Europe,Eastern Europe,Europe,Bulgaria,Europe,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115,49.45,0.00010767,57.52600889,106,52.775,0.000225892,89.51959704,2,3,2,Europe,1,0,380.8,0.001528793,247,384,143361443.2,46,0,,,,,,-0.61526346,,,,,,,,,10,5509983034,1707971783,4034193593,3117603133,1711305014,127.572,160.9558,994.3685,0.1249872,1.073525,99.43686,0.1867678,8.698412,0.8764325,,,,,,,,,,,,143.7053744,168.9053316,0.000611996,0.000587436,0.000318955,153.2334676,0.010956043,0.054529984,0.002309001,8.49E-05,14.33346558,0.001024829,0.000445831,138.9000021,0.009931215,1389,0.000401759,193.017294,70.90000106,0,0,0.000619533,193.017294,709,9.73E-05,41.62837308,0.003284344,0.01624558,8.84E-05,16.17010307,0.00010395,25.45827001,0.000456671,195.3563695,0,0,0.000797673,195.3563695,0.000315698,0.000152454,0.012412695,0.062115318,9.23E-05,1.58E-05,0.000437879,0.0001367,7.97E-05,3.85E-05,0,0,0.000123331,3.85E-05,96
BHR,BH,,,,,,,14,92,0.00278,23.52992,10,77.8,0.002757,660.3148226,13,72.3,0.18169,461.1659,9,73.67,0.1638862,471.3962,17,77.8,0.0011315,490.7067,Asia,Western Asia,Asia,Bahrain,Asia,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,81,62.4,0.000183192,137.9927224,60,68.2,0.000218481,191.0547232,3,2,3,Asia,0,0,196.1,0.00078728,1059,3042,1426457684,183,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0005847,0.000578579,0,0,0,,0,0,0,0,0,0,0,184,0.000566563,272.1939042,0,0.000165776,27.99571991,0.00078381,244.1981843,897,0,0,0,0,0,0,0,0,0.000151357,64.74820993,0.000182981,33.46274948,0.000127744,31.28546045,0,0,0,0,0,0,0,0,0.000299645,0.000144702,0.000242551,4.14E-05,0.000330867,0.000103292,1
BHS,BS,9,0.036272505,100,12,0.032846924,100,33,100,0.00011,1.1,19,82.87,0.0004347,431.110463,35,79.93,0.00877,226.8748,25,79.02,0.0169533,273.0835,19,84.5,0.0003595,429.0041,Americas,Latin America and the Caribbean,America,Bahamas,Caribbean/American isl.,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,75.375,0.000860266,407.2798157,22,75.475,0.000720531,385.4430371,3,2,-5,America,0,0,7000,0.028102812,64,826,304883057.9,6,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1377.818944,1453.723268,0.00307217,0.002615631,0,0,0,,0,0,0,0,0,0,0,351,0.002909401,1397.763454,0,0.0040226,679.3253174,0.002305992,718.4381365,2639,0,0,0,0,0,0,0,0,0.001677898,717.7771149,0.003810247,696.8016357,8.56E-05,20.97547917,0,0,0,0,0,0,0,0,0.002785091,0.001344951,0.006061295,0.001034808,0.000993452,0.000310143,59
BIH,BA,,,,,,,,,,,,,,,,,,,,,,,,,1.03E-05,,Europe,Southern Europe,Europe,Bosnia and Herzegovina,Europe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1.30E-05,,,,,,2,3,1,Europe,0,0,4.3,1.73E-05,,,,,,,,,,,-0.21617374,,,,,,,,,6,,,,,,9.489133,11.97231,73.96371,0.0292692,0.2513953,7.396371,0.0437368,2.901354,0.1894232,,,,,,,,,,,,,,0.000105529,0.000109463,3.52E-05,16.90112388,0.003642498,0.013477358,0.000837373,8.30E-06,1.401123881,0.000301968,4.98E-05,15.5,0.00334053,155,7.37E-05,35.3910412,13,0,0,0.000113596,35.3910412,130,4.45E-05,19.02847434,0.004423648,0.01538822,8.58E-06,1.569894314,7.13E-05,17.45858002,8.89E-05,38.04027578,0,0,0.000155325,38.04027578,5.61E-05,2.71E-05,0.006517021,0.022823102,8.73E-06,1.49E-06,8.20E-05,2.56E-05,0,0,0,0,0,0,36
BLM,BL,,,,,,,,,,,,,,,,,,,,,,,,,,,Americas,Latin America and the Caribbean,,Saint Barthelemy,Caribbean/American isl.,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
BLR,BY,,,,,,,,,,,,,,,,,,,,,,,,,6.65E-05,,Europe,Eastern Europe,Europe,Belarus,Europe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,7.08E-05,,,,,,2,3,3,Europe,0,0,0.3213,1.29E-06,137,228,64661098.62,9,5,,,,,,0.33671534,1.4029806,0.33671534,,,,,,,,,,,,,62.49011,78.84292,270.602,0.0379463,0.325924,48.70835,0.1020655,3.751297,0.4036076,,,,,,,,,,,,,,0.000168653,0.00026588,6.25E-05,30.03795728,0.001996338,0.0125905,0.000500372,5.20E-06,0.877957284,5.83E-05,9.36E-05,29.16,0.001937988,162,0,0,0,0,0,0,0,0,0.000155964,66.71905748,0.004341066,0.02914852,5.23E-06,0.955858886,0.000268522,65.76319859,5.11E-05,21.86427066,0,0,8.93E-05,21.86427066,0.000146919,7.09E-05,0.004597057,0.030245583,8.60E-06,1.47E-06,0.000222559,6.95E-05,0,0,0,0,0,0,43
BLZ,BZ,,,,,,,37,100,2.00E-05,0.2,41,90.23,1.97E-05,198.3999755,52,80.4,0.00156,129.8344,60,78.86,0.0006701,92.46147,90,75.175,8.38E-06,86.29995,Americas,Latin America and the Caribbean,America,Belize,Caribbean/American isl.,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,73.925,7.22E-06,78.07163009,115,75.1,5.87E-06,76.39654667,3,2,-6,America,0,0,54.8,0.000220005,21,42,25280494.91,6,0,,,,,,0.012703434,0.050813735,0.012703434,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.06E-05,3.26E-05,0.000204686,98.33583832,0.15466971,1.08806093,0.042477684,0.000582315,98.33583832,0.15466971,0,0,0,0,0.000188172,90.40338135,0,0.00053532,90.40338135,0,0,0,0.000262019,112.0874329,0.259959635,1.681449556,0.000612916,112.0874329,0,0,0.000239041,102.2576752,0.000559165,102.2576752,0,0,0.000169649,8.19E-05,0.184176572,1.212141161,0.000479869,8.19E-05,,,0.000192389,9.29E-05,0.000522419,8.92E-05,1.19E-05,3.72E-06,3
BMU,BM,2,0.069842994,100,3,0.056670975,100,7,92,0.01445,122.3048,12,85.33,0.0006561,539.8775265,14,79.87,0.06111,432.3802,34,66.27,0.0418592,217.7114,36,73.05,0.0003779,281.8268,Americas,Northern America,America,Bermuda,Caribbean/American isl.,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,1,0,1,0,0,40,72.725,0.000424475,289.0693612,49,70.125,0.000357025,244.6346761,3,2,-4,America,0,0,609.1,0.002445346,5,45,19832310.71,5,5,,,,,,,,,80042,0,-76102,0,-76102000000,0,,-6.1556E+11,-6.03151E+11,-5.88001E+11,-6.02165E+11,-6.15128E+11,,,,,,,,,,23.95068082,,,,,,,,,,,2653.001194,2508.116615,0.015777681,0.018672924,0,0,0,,0,0,0,0,0,0,0,101,0.046078435,22137.46007,0,0.015845401,2675.926514,0.062466249,19461.53356,71487,2.12E-05,9.051733343,0.001522467,,0,0,3.70E-05,9.051733343,0.032360154,13843.14468,0.016311631,2983.001465,0.044343782,10860.14322,0,0,,,0,0,0,0,0.028445274,0.013736535,0.016718111,0.002854182,0.034858442,0.010882353,26
BOL,BO,,,,,,,,,,,,,,,,,,,,,,,88,80.35,6.11E-06,94.82185,Americas,Latin America and the Caribbean,America,Bolivia,Latin America,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,91,79.1,1.25E-05,114.7429415,109,79.25,5.38E-06,87.22255479,1,1,-4,America,0,0,93.5,0.000375373,5,5,1033387.969,5,0,,,,,,0.22274148,0.89096594,0.22274148,,,,,,,,603337905.9,330115052.6,338841976.5,312357873.5,-67104723.02,44.38306,55.99751,481.2672,0.0948907,0.8150232,120.3168,0.3544867,8.039691,1.353085,,,,,,,,,,,,,,0.00013903,0.000154183,0.000191273,91.89218712,0.012033221,0.050863688,0.002280902,0.000177012,29.89218712,0.003914362,0.000199003,62,0.008118859,248,0,0,0,0,0,0,0,0,0.000317323,135.745614,0.012135932,0.097541302,0.000177513,32.46275711,0.000421721,103.2828569,0.000895474,383.0691322,0,0,0.001564135,383.0691322,0.000250129,0.00012079,0.018000476,0.08801037,0.000161314,2.75E-05,0.000298699,9.33E-05,0,0,0,0,0,0,66
BRA,BR,,,,64,0.001229285,29.28081485,,,,,,,,,29,52.4,0.76839,283.9142,26,51.84,0.6780047,263.6772,73,49,0.0016138,137.9975,Americas,Latin America and the Caribbean,America,Brazil,Latin America,0,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,73,51.675,0.001478888,157.2123276,83,49.15,0.001481191,135.3445971,1,1,-3,America,0,0,7000,0.028102812,253,323,137597330.9,80,0,71.1,29,46.4,-13.5,17,-21.821297,,,14526,0.26,14302,3705,14302000000,3705000000,24,93948779479,86598018850,61478463128,70430223988,32479600495,6695.712,8447.89,32117.68,0.1170744,1.083506,10920.01,0.6086997,19.27173,2.658873,,14.21206461,0.005786568,0.051805378,0.090271246,3910.857411,3238.807576,672.0498348,13941.99849,3091.856234,10850.14226,,54.40511565,0.010178195,0.01099548,0.016499252,7926.62484,0.01746226,0.104292909,0.004135026,0.001477018,249.4247589,0.00054948,0.024641732,7677.200081,0.01691278,22580,0.004184192,2010.21114,2510.560026,0,0,0.006452233,2010.21114,7384,0.034856496,14911.03919,0.031947713,0.200590757,0.001532699,280.2934265,0.059739783,14630.74577,0.000223972,95.81172263,0,0,0.000391215,95.81172263,0.016907969,0.008165043,0.01731946,0.106920793,0.001746231,0.000298123,0.025199383,0.00786692,0.014665312,0.00708204,0,0,0.022685247,0.00708204,5
BRB,BB,,,,,,,28,100,0.00026,2.6,31,78.87,0.0001604,266.5653179,26,81,0.02132,317.4745,22,78.29,0.0240279,298.3258,48,73.85,0.0001885,230.953,Americas,Latin America and the Caribbean,America,Barbados,Caribbean/American isl.,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,74,0.000107811,192.8631042,63,73.725,8.61E-05,176.9447427,3,2,-4,America,0,0,1000,0.004014687,5,18,9314866.869,0,0,,,,,,0.03307634,0.13230535,0.03307634,2517,0.05,-1890,-93,-1890000000,-93000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.001999682,0.00159267,0.000392209,188.4261703,0.133711053,1.258018298,0.036966,0.000748658,126.4261703,0.089714589,0.000199003,62,0.043996464,248,0.006383113,3066.638798,2620.5,0.001261461,213.0319214,0.009159305,2853.606876,10482,0.000324009,138.6055822,0.112149146,0.828053867,0.000757403,138.5105896,3.88E-07,0.094992575,0.010957614,4687.487889,0.001284043,234.820282,0.018180987,4452.667607,0.000383857,0.000185369,0.153189449,1.142029035,0.000874913,0.000149369,0.000115315,3.60E-05,0.006102843,0.00294713,0.000724641,0.000123714,0.009043989,0.002823416,19
BRN,BN,,,,,,,39,100,1.00E-05,0.1,64,84.13,4.55E-07,45.79904958,73,84.13,6.15E-05,50.63406,80,82.78,5.84E-05,47.41675,91,84.05,3.00E-06,85.59808,Asia,South-eastern Asia,Asia,Brunei,Asia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125,78.3,3.75E-07,34.61833041,136,73.3,3.72E-07,28.33674244,3,2,8,Asia,0,0,0.8024,3.22E-06,13,17,3756691.59,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.24E-05,4.05E-05,2.89E-05,13.87500018,0.005583529,0.044548086,0.001022676,0,0,0,4.45E-05,13.87500018,0.005583529,75,0,0,0,0,0,0,0,0,0.000199781,85.4628332,0.005707759,0.288956649,0,0,0.000348959,85.4628332,0,0,0,0,0,0,2.72E-05,1.31E-05,0.006901883,0.044555622,0,0,4.21E-05,1.31E-05,8.80E-06,4.25E-06,0,0,1.36E-05,4.25E-06,83
BTN,BT,,,,,,,,,,,,,,,,,,,,,,,,,3.50E-07,,Asia,Southern Asia,Asia,Bhutan,Asia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,3.91E-06,,,,,,3,2,6,Asia,0,0,,,11,12,4583257.844,5,0,,,,,,0.049939387,0.16646461,0.049939387,,,,,,,,,,,,,1.015344,1.281046,15.71776,0.0475383,0.40831,4.715327,0.2131088,,,,,,,,,,,,,,,,1.45E-06,1.27E-06,2.32E-07,0.111230224,0.000277215,0.001869043,4.55E-05,6.59E-07,0.111230224,0.000277215,0,0,0,0,0,0,0,0,0,0,0,0,2.08E-07,0.088817671,0.000281743,0.001592796,4.86E-07,0.088817671,0,0,6.73E-05,28.79684428,0,0,0.000117582,28.79684428,5.61E-05,2.71E-05,0.085702476,0.50190076,5.23E-07,8.93E-08,8.65E-05,2.70E-05,0,0,0,0,0,0,39
BVT,BV,,,,,,,,,,,,,,,,,,,,,,,,,,,Americas,Latin America and the Caribbean,,Bouvet Island,Caribbean/American isl.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,1,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.43E-07,1.29E-06,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,0,0,1.09E-10,5.29E-11,,,3.10E-10,5.29E-11,,,0,0,0,0,0,0,0
BWA,BW,56,0.001957006,55.25788899,59,0.001801883,54.88221437,,,,,50,78.53,1.57E-05,121.2662673,60,73.33,0.00158,98.99626,62,71.38,0.0015438,90.55827,103,68.725,1.80E-06,39.44938,Africa,Sub-Saharan Africa,Africa,Botswana,Africa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113,62.2445,1.42E-05,58.3732222,113,56.8,8.43E-05,80.35322782,3,2,2,Africa,0,0,0.0017,6.82E-09,26,36,12404646.62,5,0,,,,,,0.003414601,0.015520913,0.003414601,,,,,,,,,,,,,20.2462,25.54436,5.542573,0.0023703,0.0203584,1.219366,0.0077921,,,,,,,,,,,,,,74.33728633,79.74686684,0.000112268,8.55E-05,3.34E-05,16.03442124,0.004741169,0.020777754,0.000941435,5.46E-05,9.214421272,0.002724584,2.19E-05,6.819999963,0.002016585,31,0,0,0,0,0,0,0,0,5.57E-05,23.81064045,0.005732719,0.03541006,5.67E-05,10.36771297,5.49E-05,13.44292748,4.24E-05,18.1313464,0,0,7.40E-05,18.1313464,2.59E-05,1.25E-05,0.003270143,0.018944989,4.35E-05,7.43E-06,1.62E-05,5.06E-06,0.000114921,5.55E-05,0,0,0.000177767,5.55E-05,9
CAF,CF,,,,,,,,,,,,,,,,,,,,,,,,,5.34E-07,,Africa,Sub-Saharan Africa,Africa,Central African Republic,Africa,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1.70E-07,,,,,,1,1,1,Africa,0,0,13.8,5.54E-05,7,7,826584.7344,0,0,,,,,,0.04798961,0.15996535,0.04798961,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.20E-06,8.26E-07,8.18E-07,0.392956674,0.00325822,0.025701992,0.000176929,2.33E-06,0.392956674,0.00325822,0,0,0,0,9.63E-06,4.628059234,5.1,0,0,1.49E-05,4.628059234,17,8.58E-05,36.71894734,0.246516557,2.279189083,2.29E-06,0.418947339,0.000148219,36.3,0,0,0,0,0,0,4.75E-06,2.29E-06,0.013707555,0.164897336,6.41E-06,1.09E-06,3.84E-06,1.20E-06,0,0,0,0,0,0,11
CAN,CA,,,,,,,,,,,24,56.27,0.0086798,366.1569807,17,53.6,2.0076,418.5234,29,45.84,1.785307,251.7512,21,54.75,0.0174696,425.8399,Americas,Northern America,America,Canada,Northern America,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,55.8375,0.015966427,438.3763735,28,51.15,0.017691161,348.7030101,3,2,-5,America,0,1,3900,0.015657281,5694,11360,5150218144,1525,22,,,,,,3.3886163,12.963338,689407940,70782,0.13,23454,2996,23454000000,2996000000,,1.74531E+11,2.6202E+11,2.74804E+11,2.91745E+11,5.0229E+11,3865.42,1499.915,8469.454,0.0592448,0.1804471,2244.405,0.146142,4.566958,0.5358795,,18.91607924,0.012128621,0.132320072,0.101310063,2429.862464,1259.345274,1170.517191,21870.00976,2972.187934,18897.82182,,,0.025291495,0.023876082,0.007598685,3650.585152,0.007428374,0.026681564,0.002115877,0.012898601,2178.193115,0.004432285,0.004725979,1472.392037,0.002996089,5494,0.02409334,11575.1621,10832.29227,0.003384371,571.5429077,0.035318636,11003.61919,40419,0.013425377,5743.156682,0.012369378,0.043227844,0.013302425,2432.690674,0.013517187,3310.466008,0.018343475,7847.038737,0.001585777,290.0002136,0.030856653,7557.038524,0.010986907,0.005305698,0.011348097,0.039875817,0.010695531,0.001825983,0.011146251,0.003479715,0.03868101,0.018679484,0.004302122,0.000734475,0.057481598,0.017945009,86
CCK,CC,,,,,,,,,,,,,,,,,,,,,,,,,2.51E-07,,Oceania,Australia and New Zealand,Pacific,Cocos Islands,Oceania,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1.91E-06,,,,,,,,6.5,Pacific,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.78E-09,5.95E-09,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,0,0,1.48E-13,7.13E-14,,,4.18E-13,7.13E-14,,,0,0,0,0,0,0,6
CHE,CH,5,0.049368698,83.31256727,5,0.051078826,88.57052953,3,100,0.05134,513.4,1,78.2,0.0606833,1879.215803,1,78.4,4.91557,1765.25,1,72.6,5.624578,1466.132,1,76.45,0.0450241,1589.574,Europe,Western Europe,Europe,Switzerland,Europe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,74.05,0.041173277,1402.104341,2,70.05,0.039139502,1167.068059,4,3,1,Europe,0,1,31200,0.125258248,682,1049,518819921.4,132,5,,,,,,-0.17759557,,,57930,0.04,-38524,-1700,-38524000000,-1700000000,16,-2.97608E+11,-1.39188E+11,-2.10019E+11,-2.04036E+11,-2.28193E+11,,,,,,,,,,58.15272467,,,,,,3885.504387,,,20825.94418,,1875.280642,2260.621973,0.034441389,0.034103909,0.009719962,4669.696002,0.031388732,0.173575571,0.006435911,0.026039462,4397.296875,0.029557721,0.000874327,272.3991268,0.001831011,1288,0.036677927,17621.17474,12463.95197,0.009338471,1577.054565,0.051497278,16044.12017,58934,0.013280304,5681.097158,0.039968673,0.229419982,0.026246447,4799.838379,0.003598327,881.2587787,0.030026827,12844.98564,0.010342223,1891.341553,0.044725561,10953.64408,0.011530702,0.005568302,0.037462383,0.214147459,0.027911132,0.004765098,0.00257283,0.000803204,0.043564675,0.021037859,0.010655137,0.001819087,0.061561728,0.019218772,8
CHL,CL,,,,,,,,,,,,,,,,,,,42,53.92,0.1201913,166.6763,60,61.6,0.0003756,168.6416,Americas,Latin America and the Caribbean,America,Chile,Latin America,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,82,55.7875,0.000471381,135.1246845,73,59.775,0.000429438,161.135875,1,1,-4,America,0,1,467.5,0.001876866,27,47,23466862.75,5,0,4.3,15,1.1,-0.8,,-0.17879154,,,4104,0.35,3150,1102,3150000000,1102000000,19,29600610753,18784736074,31821040698,24659522040,17144967943,1146.479,1446.497,5723.552,0.08474,0.5784202,1373.652,0.5493819,12.85471,3.166727,,5.181914375,0.02340399,0.076720813,0.118948944,747.2376287,433.645092,313.5925367,5828.93615,766.0323914,5062.903758,,,0.003598477,0.00348243,0.003658093,1757.43309,0.032560651,0.128027246,0.00594928,0.000847887,143.1830902,0.002652809,0.005181305,1614.25,0.029907842,6457,0,0,0,0,0,0,0,0,0.001343739,574.8297271,0.012503053,0.056299577,0.0008763,160.2539673,0.001692782,414.5757598,0.004326116,1850.641641,0,0,0.007556479,1850.641641,0.003600062,0.001738509,0.037570762,0.162063221,0.001107809,0.000189129,0.004962987,0.00154938,0,0,0,0,0,0,19
CHN,CN,19,0.017337813,58.30125853,19,0.020251609,62.50157434,,,,,,,,,,,,,20,54.29,0.7426957,312.1978,28,60.075,0.0050747,372.5777,Asia,Eastern Asia,Asia,China,Asia,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,59.85,0.006362198,397.2478134,11,66.45,0.007631466,577.6803813,2,3,8,Asia,0,0,517,0.002075593,5179,9018,2735116465,1069,5,204.5,20,79.7,-32.7,11,66.80698,267.2279,66.80698,23079,0.17,14972,2618,14972000000,2618000000,18,3.56413E+11,1.94469E+11,1.27296E+11,1.83764E+11,1.02642E+11,39284.12,49564.24,,,,,,,,,60.52580793,0.005470978,0.029257838,0.035861225,4505.804221,418.7835978,4087.020624,73399.21312,7414.887446,65984.32568,658.5805611,896.2859392,0.049467634,0.036705011,0.023802366,11435.21094,0.004442857,0.02726116,0.000822984,0.058153798,9820.460938,0.003815487,0.00518291,1614.75,0.00062737,6459,0,0,0,0,0,0,0,0,0.034798882,14886.39268,0.006110164,0.04380444,0.060992193,11153.99219,0.015240016,3732.400492,0.046859677,20045.80327,0,0,0.081850368,20045.80327,0.028788226,0.013902149,0.006040895,0.041728186,0.058649654,0.010012899,0.012458077,0.00388925,0.028169319,0.013603273,0,0,0.043574115,0.013603273,21
