year,sample_name,formula_name,etr_name,rate_mode,n_countries,total_shifted_musd,total_tax_loss_musd,total_tax_gain_musd,total_revenue_gain_from_ut_musd,total_current_tax_paid_cash_musd,revenue_gain_from_ut_pct_of_current_tax_paid
2018,disaggregated,double_weighted_sales,average,loss_cit_gain_etr,226,1244989.86904753,309759.79099395894,169813.52210937196,139946.268884587,1319343.3425493278,10.607266840349002
2019,disaggregated,double_weighted_sales,average,loss_cit_gain_etr,226,1321959.071437713,331393.942310076,158003.7810032551,173390.1613068209,1329261.7319016985,13.044094864505093
2020,disaggregated,double_weighted_sales,average,loss_cit_gain_etr,226,1240683.8803503744,274941.66796897136,144180.449365858,130761.21860311338,1228804.5022779324,10.641336222378005
2021,disaggregated,double_weighted_sales,average,loss_cit_gain_etr,226,1589785.4173572166,363931.8409039677,196784.5933059496,167147.24759801818,1668251.0499565064,10.019310199287808
2022,disaggregated,double_weighted_sales,average,loss_cit_gain_etr,226,1655558.4010756332,356725.6212325153,238026.034209644,118699.58702287138,1918285.7935020127,6.187794718855423
2016,disaggregated,double_weighted_sales,average,loss_etr_gain_etr,226,719576.1215041373,178894.61106678966,77759.2140614094,101135.39700538023,708651.5663416747,14.271526630143375
2017,disaggregated,double_weighted_sales,average,loss_etr_gain_etr,226,1325396.9730802162,294612.051873405,153548.0852405202,141063.9666328849,1029004.8456494928,13.708775738937106
2018,disaggregated,double_weighted_sales,average,loss_etr_gain_etr,226,1244989.86904753,242373.9897818904,169813.52210937196,72560.46767251841,1319343.3425493278,5.4997410706080485
2019,disaggregated,double_weighted_sales,average,loss_etr_gain_etr,226,1321959.071437713,230892.6889012674,158003.7810032551,72888.90789801227,1329261.7319016985,5.4834127958934245
2020,disaggregated,double_weighted_sales,average,loss_etr_gain_etr,226,1240683.8803503744,183026.5924483792,144180.449365858,38846.1430825212,1228804.5022779324,3.161295634131306
2021,disaggregated,double_weighted_sales,average,loss_etr_gain_etr,226,1589785.4173572166,234411.78614504787,196784.5933059496,37627.192839098265,1668251.0499565064,2.2554874363831066
2022,disaggregated,double_weighted_sales,average,loss_etr_gain_etr,226,1655558.4010756332,237212.36380879505,238026.034209644,-813.6704008488696,1918285.7935020127,-0.0424165368687549
2016,disaggregated,employees_payroll,average,loss_cit_gain_cit,226,868437.6477205122,277605.31098401267,183458.24543136425,94147.06555264856,708651.5663416747,13.285381705803749
2017,disaggregated,employees_payroll,average,loss_cit_gain_cit,226,1530380.8615821446,462862.91000667866,314038.64687859046,148824.26312808826,1029004.8456494928,14.462931224988797
2018,disaggregated,employees_payroll,average,loss_cit_gain_cit,226,1527531.2281134855,380328.9191630778,321464.18667954905,58864.73248352873,1319343.3425493278,4.461668967062521
