Country Name,Country Code,Series Name,Series Code,2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023],2024 [YR2024]
Small states,SST,Population total,SP.POP.TOTL,18671045,18865506,19084934,19293697,19472157,19646549,19852364,20051342,20230689
Small states,SST,GDP (current US$),NY.GDP.MKTP.CD,195005480876.446,212648078851.573,229205977078.088,230723882097.479,208338277477.527,243009421520.273,269954645297.005,285189556483.076,309361541400.629
South Asia,SAS,Population total,SP.POP.TOTL,1555111864,1572520427,1589164714,1605412986,1621073417,1634785356,1648009565,1662580579,1677384532
South Asia,SAS,GDP (current US$),NY.GDP.MKTP.CD,2679313169377.96,3075955432871.73,3159841615195.07,3318484576527.33,3172770463749.49,3717045071833.11,3930640282535.14,4210278492152.87,4514924632400.27
South Asia (IDA & IBRD),TSA,Population total,SP.POP.TOTL,1555111864,1572520427,1589164714,1605412986,1621073417,1634785356,1648009565,1662580579,1677384532
South Asia (IDA & IBRD),TSA,GDP (current US$),NY.GDP.MKTP.CD,2679313169377.96,3075955432871.73,3159841615195.07,3318484576527.33,3172770463749.49,3717045071833.11,3930640282535.14,4210278492152.87,4514924632400.27
Sub-Saharan Africa,SSF,Population total,SP.POP.TOTL,1052824144,1080941647,1109997000,1139315618,1169015451,1199011925,1229208573,1259902353,1291058694
Sub-Saharan Africa,SSF,GDP (current US$),NY.GDP.MKTP.CD,1528989342276.6,1667076470688.94,1790131601908.14,1843035420525.45,1730702407679.05,1943719394821.09,2085278582815.11,1991638429543.33,1957702634760.35
Sub-Saharan Africa (excluding high income),SSA,Population total,SP.POP.TOTL,946011305,971179323,997236086,1023480610,1049999318,1076774079,1103704408,1131090888,1158877573
Sub-Saharan Africa (excluding high income),SSA,GDP (current US$),NY.GDP.MKTP.CD,1453124062366.33,1583630214899.87,1704078107124.46,1745254110180.65,1621662123503.33,1830970332357.42,1956487528375.04,1825737943161.89,1745534471319.04
Sub-Saharan Africa (IDA & IBRD countries),TSS,Population total,SP.POP.TOTL,1052824144,1080941647,1109997000,1139315618,1169015451,1199011925,1229208573,1259902353,1291058694
Sub-Saharan Africa (IDA & IBRD countries),TSS,GDP (current US$),NY.GDP.MKTP.CD,1528989342276.6,1667076470688.94,1790131601908.14,1843035420525.45,1730702407679.05,1943719394821.09,2085278582815.11,1991638429543.33,1957702634760.35
Upper middle income,UMC,Population total,SP.POP.TOTL,2709558794,2731375253,2751833495,2770250954,2785181241,2796326198,2803432387,2809441887,2818128105
Upper middle income,UMC,GDP (current US$),NY.GDP.MKTP.CD,20063502656403.5,21997494368897.9,23555219100370.3,23955467100412.2,23214223345858.7,27697767122738.2,28905818138526.2,29868066574997.4,30891808644564.4
World,WLD,Population total,SP.POP.TOTL,7529066617,7614748582,7697492379,7778303912,7855075060,7920861888,7990399768,8064976601,8142056446
World,WLD,GDP (current US$),NY.GDP.MKTP.CD,76957345383656.7,81974795709110.2,87188987385051.5,88492389499432.2,86116567565730.4,98365745535038.4,102434886179161,106970781305675,111326370011523
